doc_id,query_id,score,query_type,evaluated_at_cet,top_k,num_queries_total,num_query_types,qrels_source,data_source,qrels_path,method,model_name,experiment,config_slug,text_source,index_reused,reused_from_config_dir,chunk_size,chunk_overlap,include_title_chunk,index_dir
smittskydd - personalinfektioner,smittspårning campylobacter,0.9152791500091553,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
handläggning sti region uppsala,smittspårning campylobacter,0.9143821597099304,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
smittskydd - smittspårningshandling indexpatient,smittspårning campylobacter,0.9133479595184326,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
gastroenteriter - diagnostik och behandling,smittspårning campylobacter,0.9131743311882019,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
tuberkulos,smittspårning campylobacter,0.906132698059082,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
smittskydd - smittspårningshandling kontakter,smittspårning campylobacter,0.9057265520095825,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
csv - provtagningsinstruktioner,smittspårning campylobacter,0.90245121717453,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
"vårdhygien - smittor, hygienrutiner och städning",smittspårning campylobacter,0.901988685131073,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
smittskydd - klamydia - partnerspårningsbrev,smittspårning campylobacter,0.9019654989242554,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
"mrsa, vre samt esbl-kodning",smittspårning campylobacter,0.9019505381584167,form_submissions_clean,2026-06-02T06:38:56+01:00,20,54,1,form_submissions,form_submissions,/home/isak/Repos/ActSearchDemo/evaluation/qrels_from_form_submissions_clean.csv,dense_e5,intfloat/multilingual-e5-large-instruct,dense-e5-from-existing-hybrid-indexes,chunk_250__overlap_50__title_off__text,text,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text,250,50,False,/home/isak/Repos/ActSearchDemo/evaluation/experiments/form-submissions-latest-hybrid-e5-sweep/indexes/hybrid_e5/intfloat-multilingual-e5-large-instruct/chunk_250__overlap_50__title_off__text
