doc_id,query_id,score,query_type,evaluated_at_cet,top_k,num_queries_total,num_query_types,qrels_source,data_source,method,model_name,experiment,config_slug,text_source,chunk_size,chunk_overlap,include_title_chunk,index_dir
"pal, pas kontaktpersonsystem - 95b",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,33.30530339647591,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
hud-mot-hudvård på intensivvårdsavdelningen för nyfödda,Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,32.237580964294224,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
patientansvarig personal,Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,29.022741987095024,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
"intrauterin fosterdöd, iufd",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,28.548472593103888,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
"kontinuerlig dialys, civa",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,27.512221141389038,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
sov gott - en liten bok för sömnlösa och andra som vill sova bättre,Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,27.182301487505804,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
"amningsförberedande samtal under graviditet och postpartum, barnmorskemottagning",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,26.126507378938395,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
skalltrauma hos barn,Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,26.042858279293,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
"lkg, vårdprogram",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,25.89309930744882,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
"introduktion personal, opö-anestesin",Familjen vill sova med sitt barn mellan sig. Var hittar du informationen du behöver förmedla till föräldrarna?,25.229240416327105,Case-beskrivning,2026-03-27T11:39:02+01:00,20,80,7,google_sheet,google_sheet,bm25,bm25,bm-25-big-chunks,chunk_1000__overlap_25__title_on__text,text,1000,25,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/bm-25-big-chunks/indexes/bm25/chunk_1000__overlap_25__title_on__text
